URN,SchoolName,LocalAuthority,County,Postcode,Attainment8,Year,LSOA,District
108271,Kettlethorpe High School,Wakefield,West Yorkshire,WF27EL,51.9,2021-2022,Wakefield 037C,WAKEFIELD
139500,The King's School,Wakefield,West Yorkshire,WF84JF,52.6,2021-2022,Wakefield 023C,WAKEFIELD
135216,Meadowcroft School,Wakefield,West Yorkshire,WF14AD,1,2021-2022,Wakefield 007D,WAKEFIELD
137011,Minsthorpe Community College,Wakefield,West Yorkshire,WF92UJ,44.4,2021-2022,Wakefield 043A,WAKEFIELD
136462,Ossett Academy and Sixth Form College,Wakefield,West Yorkshire,WF50DG,46.9,2021-2022,Wakefield 025A,WAKEFIELD
136394,Outwood Academy City Fields,Wakefield,West Yorkshire,WF14SF,44.6,2021-2022,Wakefield 020C,WAKEFIELD
145937,Outwood Academy Freeston,Wakefield,West Yorkshire,WF61HZ,49.8,2021-2022,Wakefield 013D,WAKEFIELD
145938,Outwood Academy Hemsworth,Wakefield,West Yorkshire,WF94AB,38.8,2021-2022,Wakefield 042A,WAKEFIELD
135961,Outwood Grange Academy,Wakefield,West Yorkshire,WF12PF,50.5,2021-2022,Wakefield 014B,WAKEFIELD
108306,Queen Elizabeth Grammar School,Wakefield,West Yorkshire,WF13QX,47.4,2021-2022,Wakefield 017B,WAKEFIELD
138950,"St Thomas ï¿½ Becket Catholic Secondary School, A Voluntary Academy",Wakefield,West Yorkshire,WF26EQ,47.6,2021-2022,Wakefield 033B,WAKEFIELD
138951,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,Wakefield,West Yorkshire,WF76BD,49.6,2021-2022,Wakefield 024C,WAKEFIELD
108303,Silcoates School,Wakefield,West Yorkshire,WF20PD,33.5,2021-2022,Wakefield 014E,WAKEFIELD
145579,Trinity Academy Cathedral,Wakefield,West Yorkshire,WF28QF,47.9,2021-2022,Wakefield 028D,WAKEFIELD
108305,Wakefield Girls' High School,Wakefield,West Yorkshire,WF12QS,71.8,2021-2022,Wakefield 019B,WAKEFIELD
108307,Wakefield independent sch,Wakefield,West Yorkshire,WF41QG,41.1,2021-2022,Wakefield 032B,WAKEFIELD
