postcode,Average download speed (Mbit/s),District,County,TownCity
BD109SY,62.6,BRADFORD,West Yorkshire,BRADFORD
BD109TA,44.3,BRADFORD,West Yorkshire,BRADFORD
BD109TB,47.9,BRADFORD,West Yorkshire,BRADFORD
BD109TD,86.8,BRADFORD,West Yorkshire,BRADFORD
BD109TG,43,BRADFORD,West Yorkshire,BRADFORD
BD109TH,64.1,BRADFORD,West Yorkshire,BRADFORD
BD109TJ,72.5,BRADFORD,West Yorkshire,BRADFORD
BD109TN,30.4,BRADFORD,West Yorkshire,BRADFORD
BD109TP,76.2,BRADFORD,West Yorkshire,BRADFORD
BD109TR,78.6,BRADFORD,West Yorkshire,BRADFORD
BD109TT,75,BRADFORD,West Yorkshire,BRADFORD
BD109UG,33.7,BRADFORD,West Yorkshire,BRADFORD
BD109UL,41.1,BRADFORD,West Yorkshire,BRADFORD
BD109UQ,32.8,BRADFORD,West Yorkshire,BRADFORD
BD111AB,54.8,LEEDS,West Yorkshire,BRADFORD
BD111AD,61,LEEDS,West Yorkshire,BRADFORD
BD111AG,19,LEEDS,West Yorkshire,BRADFORD
BD111AH,44.8,LEEDS,West Yorkshire,BRADFORD
BD111AJ,59.9,LEEDS,West Yorkshire,BRADFORD
BD111AL,62.2,LEEDS,West Yorkshire,BRADFORD
BD111AP,63.6,LEEDS,West Yorkshire,BRADFORD
BD111AR,78.8,LEEDS,West Yorkshire,BRADFORD
BD111AU,38.5,LEEDS,West Yorkshire,BRADFORD
BD111AW,49.9,LEEDS,West Yorkshire,BRADFORD
BD111AX,73.6,LEEDS,West Yorkshire,BRADFORD
BD111AZ,60.3,LEEDS,West Yorkshire,BRADFORD
BD111BB,55,LEEDS,West Yorkshire,BRADFORD
BD111BD,41.3,LEEDS,West Yorkshire,BRADFORD
BD111BG,69.7,LEEDS,West Yorkshire,BRADFORD
BD111BH,46.2,LEEDS,West Yorkshire,BRADFORD
BD111BJ,52.2,LEEDS,West Yorkshire,BRADFORD
BD111BN,27.8,LEEDS,West Yorkshire,BRADFORD
BD111BP,44.1,LEEDS,West Yorkshire,BRADFORD
BD111BT,87.8,LEEDS,West Yorkshire,BRADFORD
BD111BW,43.4,LEEDS,West Yorkshire,BRADFORD
BD111BX,40.5,LEEDS,West Yorkshire,BRADFORD
BD111DA,33.6,LEEDS,West Yorkshire,BRADFORD
BD111DB,24.5,LEEDS,West Yorkshire,BRADFORD
BD111DD,40.8,LEEDS,West Yorkshire,BRADFORD
BD111DF,53.8,LEEDS,West Yorkshire,BRADFORD
BD111DG,38,LEEDS,West Yorkshire,BRADFORD
BD111DH,48.3,LEEDS,West Yorkshire,BRADFORD
BD111DN,60.4,LEEDS,West Yorkshire,BRADFORD
BD111DQ,32.5,LEEDS,West Yorkshire,BRADFORD
BD111DR,35.8,LEEDS,West Yorkshire,BRADFORD
BD111DS,71.8,LEEDS,West Yorkshire,BRADFORD
BD111DT,70.2,LEEDS,West Yorkshire,BRADFORD
BD111DU,41.8,LEEDS,West Yorkshire,BRADFORD
BD111DW,72.6,LEEDS,West Yorkshire,BRADFORD
BD111EA,44.2,LEEDS,West Yorkshire,BRADFORD
BD111EB,31.2,LEEDS,West Yorkshire,BRADFORD
BD111ED,51,LEEDS,West Yorkshire,BRADFORD
BD111EE,34.8,LEEDS,West Yorkshire,BRADFORD
BD111EH,50.9,LEEDS,West Yorkshire,BRADFORD
BD111EJ,45.6,LEEDS,West Yorkshire,BRADFORD
BD111EL,61.1,LEEDS,West Yorkshire,BRADFORD
BD111ER,31.5,LEEDS,West Yorkshire,BRADFORD
BD111ES,16.8,LEEDS,West Yorkshire,BRADFORD
BD111EU,48.2,LEEDS,West Yorkshire,BRADFORD
BD111EX,47,LEEDS,West Yorkshire,BRADFORD
BD111EY,80,LEEDS,West Yorkshire,BRADFORD
BD111EZ,49.1,LEEDS,West Yorkshire,BRADFORD
BD111HA,50.3,LEEDS,West Yorkshire,BRADFORD
BD111HE,36.5,LEEDS,West Yorkshire,BRADFORD
BD111HG,62.9,LEEDS,West Yorkshire,BRADFORD
BD111HH,48.4,LEEDS,West Yorkshire,BRADFORD
BD111HL,73.7,LEEDS,West Yorkshire,BRADFORD
BD111HN,65.8,LEEDS,West Yorkshire,BRADFORD
BD111HQ,17.6,LEEDS,West Yorkshire,BRADFORD
BD111HR,46.6,LEEDS,West Yorkshire,BRADFORD
BD111HS,49.4,LEEDS,West Yorkshire,BRADFORD
BD111HU,46.8,LEEDS,West Yorkshire,BRADFORD
BD111HW,60.3,LEEDS,West Yorkshire,BRADFORD
BD111HX,79.6,LEEDS,West Yorkshire,BRADFORD
BD111HZ,86,LEEDS,West Yorkshire,BRADFORD
BD111JA,41.5,LEEDS,West Yorkshire,BRADFORD
BD111JB,59,LEEDS,West Yorkshire,BRADFORD
BD111JD,41,LEEDS,West Yorkshire,BRADFORD
BD111JG,12,LEEDS,West Yorkshire,BRADFORD
BD111JH,43.4,LEEDS,West Yorkshire,BRADFORD
BD111JL,51,LEEDS,West Yorkshire,BRADFORD
BD111JN,63.6,LEEDS,West Yorkshire,BRADFORD
BD111JP,20.6,LEEDS,West Yorkshire,BRADFORD
BD111JT,49.1,LEEDS,West Yorkshire,BRADFORD
BD111JU,19.3,LEEDS,West Yorkshire,BRADFORD
BD111JW,41.1,LEEDS,West Yorkshire,BRADFORD
BD111JX,85.6,LEEDS,West Yorkshire,BRADFORD
BD111JY,85.8,LEEDS,West Yorkshire,BRADFORD
BD111JZ,35,LEEDS,West Yorkshire,BRADFORD
BD111LA,19.9,LEEDS,West Yorkshire,BRADFORD
BD111LB,72.7,LEEDS,West Yorkshire,BRADFORD
BD111LD,91.2,LEEDS,West Yorkshire,BRADFORD
BD111LE,112,LEEDS,West Yorkshire,BRADFORD
BD111LH,22.7,LEEDS,West Yorkshire,BRADFORD
BD111LJ,42,LEEDS,West Yorkshire,BRADFORD
BD111LL,21.1,LEEDS,West Yorkshire,BRADFORD
BD111LN,79.8,LEEDS,West Yorkshire,BRADFORD
BD111LQ,45,LEEDS,West Yorkshire,BRADFORD
BD111LR,79.9,LEEDS,West Yorkshire,BRADFORD
BD111LS,58.4,LEEDS,West Yorkshire,BRADFORD
BD111LU,36.2,LEEDS,West Yorkshire,BRADFORD
BD111LX,84.1,LEEDS,West Yorkshire,BRADFORD
BD111LZ,45.3,LEEDS,West Yorkshire,BRADFORD
BD111NA,59.1,LEEDS,West Yorkshire,BRADFORD
BD111ND,26.9,LEEDS,West Yorkshire,BRADFORD
BD111NE,26.3,LEEDS,West Yorkshire,BRADFORD
BD111NF,86.5,LEEDS,West Yorkshire,BRADFORD
BD111NH,58.6,LEEDS,West Yorkshire,BRADFORD
BD111NP,21.1,LEEDS,West Yorkshire,BRADFORD
BD112AA,33.4,KIRKLEES,West Yorkshire,BRADFORD
BD112AB,32.6,KIRKLEES,West Yorkshire,BRADFORD
BD112AD,26,KIRKLEES,West Yorkshire,BRADFORD
BD112AE,31.8,KIRKLEES,West Yorkshire,BRADFORD
BD112AG,40.7,KIRKLEES,West Yorkshire,BRADFORD
BD112AH,35.6,KIRKLEES,West Yorkshire,BRADFORD
BD112AP,19.8,KIRKLEES,West Yorkshire,BRADFORD
BD112AQ,46,KIRKLEES,West Yorkshire,BRADFORD
BD112AR,22.6,KIRKLEES,West Yorkshire,BRADFORD
BD112AS,11.4,KIRKLEES,West Yorkshire,BRADFORD
BD112AT,34.1,KIRKLEES,West Yorkshire,BRADFORD
BD112AU,29.2,KIRKLEES,West Yorkshire,BRADFORD
BD112AX,22.6,KIRKLEES,West Yorkshire,BRADFORD
BD112AY,39,KIRKLEES,West Yorkshire,BRADFORD
BD112AZ,13.6,KIRKLEES,West Yorkshire,BRADFORD
BD112BA,33.1,KIRKLEES,West Yorkshire,BRADFORD
BD112BB,20.5,KIRKLEES,West Yorkshire,BRADFORD
BD112BE,41,KIRKLEES,West Yorkshire,BRADFORD
BD112BG,40.8,KIRKLEES,West Yorkshire,BRADFORD
BD112BH,25.5,KIRKLEES,West Yorkshire,BRADFORD
BD112BJ,27.6,KIRKLEES,West Yorkshire,BRADFORD
BD112BL,39,KIRKLEES,West Yorkshire,BRADFORD
BD112BP,29,KIRKLEES,West Yorkshire,BRADFORD
BD112BS,26.2,KIRKLEES,West Yorkshire,BRADFORD
BD112BT,33.6,KIRKLEES,West Yorkshire,BRADFORD
BD112BU,13.8,KIRKLEES,West Yorkshire,BRADFORD
BD112BY,10.1,BRADFORD,West Yorkshire,BRADFORD
BD112DA,16.7,KIRKLEES,West Yorkshire,BRADFORD
BD112DD,19.4,KIRKLEES,West Yorkshire,BRADFORD
BD112DE,12.4,KIRKLEES,West Yorkshire,BRADFORD
BD112DG,8.9,KIRKLEES,West Yorkshire,BRADFORD
BD112DH,26.3,KIRKLEES,West Yorkshire,BRADFORD
BD112DL,9.5,KIRKLEES,West Yorkshire,BRADFORD
BD112DQ,17.4,KIRKLEES,West Yorkshire,BRADFORD
BD112DR,56.4,KIRKLEES,West Yorkshire,BRADFORD
BD112EE,39.1,KIRKLEES,West Yorkshire,BRADFORD
BD112EF,45.9,KIRKLEES,West Yorkshire,BRADFORD
BD112EH,25.3,KIRKLEES,West Yorkshire,BRADFORD
BD112EL,43.2,KIRKLEES,West Yorkshire,BRADFORD
BD112EQ,30.4,KIRKLEES,West Yorkshire,BRADFORD
BD112ER,13.1,KIRKLEES,West Yorkshire,BRADFORD
BD112ES,25.2,KIRKLEES,West Yorkshire,BRADFORD
BD112ET,24.5,KIRKLEES,West Yorkshire,BRADFORD
BD112EU,25.9,KIRKLEES,West Yorkshire,BRADFORD
BD112EX,21.1,KIRKLEES,West Yorkshire,BRADFORD
BD112EY,25.9,KIRKLEES,West Yorkshire,BRADFORD
BD112HA,17.6,KIRKLEES,West Yorkshire,BRADFORD
BD112HB,10.7,KIRKLEES,West Yorkshire,BRADFORD
BD112HD,30.6,KIRKLEES,West Yorkshire,BRADFORD
BD112HH,31.3,KIRKLEES,West Yorkshire,BRADFORD
BD112HJ,47.4,KIRKLEES,West Yorkshire,BRADFORD
BD112HX,32.8,KIRKLEES,West Yorkshire,BRADFORD
BD112JB,31.7,KIRKLEES,West Yorkshire,BRADFORD
BD112JE,29.8,KIRKLEES,West Yorkshire,BRADFORD
BD112JG,36.8,KIRKLEES,West Yorkshire,BRADFORD
BD112JH,24,KIRKLEES,West Yorkshire,BRADFORD
BD112JL,34.6,KIRKLEES,West Yorkshire,BRADFORD
BD112JN,42.9,KIRKLEES,West Yorkshire,BRADFORD
BD112JP,15.4,KIRKLEES,West Yorkshire,BRADFORD
BD112JS,27.1,KIRKLEES,West Yorkshire,BRADFORD
BD112JT,22.9,KIRKLEES,West Yorkshire,BRADFORD
BD112JX,19.9,KIRKLEES,West Yorkshire,BRADFORD
BD112JY,20.3,KIRKLEES,West Yorkshire,BRADFORD
BD112JZ,16.8,KIRKLEES,West Yorkshire,BRADFORD
BD112LA,13.7,KIRKLEES,West Yorkshire,BRADFORD
BD112LD,20,KIRKLEES,West Yorkshire,BRADFORD
BD112LE,19.4,KIRKLEES,West Yorkshire,BRADFORD
BD112LH,12.5,KIRKLEES,West Yorkshire,BRADFORD
BD112LJ,13.9,KIRKLEES,West Yorkshire,BRADFORD
BD112LQ,19.3,KIRKLEES,West Yorkshire,BRADFORD
BD112LR,31.1,KIRKLEES,West Yorkshire,BRADFORD
BD112LS,21.8,KIRKLEES,West Yorkshire,BRADFORD
BD112LU,31,KIRKLEES,West Yorkshire,BRADFORD
BD112LW,49.7,KIRKLEES,West Yorkshire,BRADFORD
BD112LY,19.9,KIRKLEES,West Yorkshire,BRADFORD
BD112NB,30.1,KIRKLEES,West Yorkshire,BRADFORD
BD112ND,37.5,KIRKLEES,West Yorkshire,BRADFORD
BD112NE,31.8,KIRKLEES,West Yorkshire,BRADFORD
BD112NG,17.8,KIRKLEES,West Yorkshire,BRADFORD
BD112NH,22.7,KIRKLEES,West Yorkshire,BRADFORD
BD112NJ,32.3,KIRKLEES,West Yorkshire,BRADFORD
BD112NL,22.9,KIRKLEES,West Yorkshire,BRADFORD
BD112NN,28.5,KIRKLEES,West Yorkshire,BRADFORD
BD112NP,29.8,KIRKLEES,West Yorkshire,BRADFORD
BD112NQ,22.8,KIRKLEES,West Yorkshire,BRADFORD
BD112NR,33.4,KIRKLEES,West Yorkshire,BRADFORD
BD112NS,23.6,KIRKLEES,West Yorkshire,BRADFORD
BD112NT,41.9,KIRKLEES,West Yorkshire,BRADFORD
BD112NU,44.7,KIRKLEES,West Yorkshire,BRADFORD
BD112NX,43.9,KIRKLEES,West Yorkshire,BRADFORD
BD112PA,41.3,KIRKLEES,West Yorkshire,BRADFORD
BD112PE,27,KIRKLEES,West Yorkshire,BRADFORD
BD112PF,39,KIRKLEES,West Yorkshire,BRADFORD
BD112PG,35.9,KIRKLEES,West Yorkshire,BRADFORD
BD112PQ,23.7,KIRKLEES,West Yorkshire,BRADFORD
BD11AG,16.8,BRADFORD,West Yorkshire,BRADFORD
BD11JB,21.5,BRADFORD,West Yorkshire,BRADFORD
BD11NE,20.9,BRADFORD,West Yorkshire,BRADFORD
BD11QX,15.5,BRADFORD,West Yorkshire,BRADFORD
BD11SQ,20.7,BRADFORD,West Yorkshire,BRADFORD
BD11SR,22.7,BRADFORD,West Yorkshire,BRADFORD
BD11SW,21,BRADFORD,West Yorkshire,BRADFORD
BD11SX,27.3,BRADFORD,West Yorkshire,BRADFORD
BD11TH,20.5,BRADFORD,West Yorkshire,BRADFORD
BD11UG,17.6,BRADFORD,West Yorkshire,BRADFORD
BD120AB,88,BRADFORD,West Yorkshire,BRADFORD
BD120AD,31.8,BRADFORD,West Yorkshire,BRADFORD
BD120AN,63.8,BRADFORD,West Yorkshire,BRADFORD
BD120BE,53.4,BRADFORD,West Yorkshire,BRADFORD
BD120DA,68.4,BRADFORD,West Yorkshire,BRADFORD
BD120DD,49.3,BRADFORD,West Yorkshire,BRADFORD
BD120DF,52.7,BRADFORD,West Yorkshire,BRADFORD
BD120DJ,59.9,BRADFORD,West Yorkshire,BRADFORD
BD120DL,66.3,BRADFORD,West Yorkshire,BRADFORD
BD120DW,80.7,BRADFORD,West Yorkshire,BRADFORD
BD120EA,70.3,BRADFORD,West Yorkshire,BRADFORD
BD120EB,63.8,BRADFORD,West Yorkshire,BRADFORD
BD120EG,99,BRADFORD,West Yorkshire,BRADFORD
BD120EH,83.9,BRADFORD,West Yorkshire,BRADFORD
BD120EJ,24.9,BRADFORD,West Yorkshire,BRADFORD
BD120EN,84.6,BRADFORD,West Yorkshire,BRADFORD
BD120EQ,73.7,BRADFORD,West Yorkshire,BRADFORD
BD120ER,98.1,BRADFORD,West Yorkshire,BRADFORD
BD120ES,29.8,BRADFORD,West Yorkshire,BRADFORD
BD120EU,130.5,BRADFORD,West Yorkshire,BRADFORD
BD120EX,45,BRADFORD,West Yorkshire,BRADFORD
BD120EY,64.4,BRADFORD,West Yorkshire,BRADFORD
BD120HA,25.4,BRADFORD,West Yorkshire,BRADFORD
BD120HB,65.2,BRADFORD,West Yorkshire,BRADFORD
BD120HG,46.5,BRADFORD,West Yorkshire,BRADFORD
BD120HJ,106.8,BRADFORD,West Yorkshire,BRADFORD
BD120HL,55.8,BRADFORD,West Yorkshire,BRADFORD
BD120HN,30.2,BRADFORD,West Yorkshire,BRADFORD
BD120HP,8,BRADFORD,West Yorkshire,BRADFORD
BD120HS,39.8,BRADFORD,West Yorkshire,BRADFORD
BD120HT,43.7,BRADFORD,West Yorkshire,BRADFORD
BD120HW,56.1,BRADFORD,West Yorkshire,BRADFORD
BD120HY,24.6,BRADFORD,West Yorkshire,BRADFORD
BD120JA,29.6,BRADFORD,West Yorkshire,BRADFORD
BD120JB,27.1,BRADFORD,West Yorkshire,BRADFORD
BD120JD,41.5,BRADFORD,West Yorkshire,BRADFORD
BD120JF,87.5,BRADFORD,West Yorkshire,BRADFORD
BD120JG,63.8,BRADFORD,West Yorkshire,BRADFORD
BD120JH,58.8,BRADFORD,West Yorkshire,BRADFORD
BD120JL,58.9,BRADFORD,West Yorkshire,BRADFORD
BD120JN,61.6,BRADFORD,West Yorkshire,BRADFORD
BD120JP,53.7,BRADFORD,West Yorkshire,BRADFORD
BD120JQ,56,BRADFORD,West Yorkshire,BRADFORD
BD120JR,49.6,BRADFORD,West Yorkshire,BRADFORD
BD120JS,51.3,BRADFORD,West Yorkshire,BRADFORD
BD120JT,47.8,BRADFORD,West Yorkshire,BRADFORD
BD120JU,78.7,BRADFORD,West Yorkshire,BRADFORD
BD120JX,51.5,BRADFORD,West Yorkshire,BRADFORD
BD120JY,27.4,BRADFORD,West Yorkshire,BRADFORD
BD120LA,67.8,BRADFORD,West Yorkshire,BRADFORD
BD120LB,42.9,BRADFORD,West Yorkshire,BRADFORD
BD120LL,57.4,BRADFORD,West Yorkshire,BRADFORD
BD120LQ,67.4,BRADFORD,West Yorkshire,BRADFORD
BD120LT,77.8,BRADFORD,West Yorkshire,BRADFORD
BD120LX,36.7,BRADFORD,West Yorkshire,BRADFORD
BD120NB,39,BRADFORD,West Yorkshire,BRADFORD
BD120NE,38.5,BRADFORD,West Yorkshire,BRADFORD
BD120NH,68.3,BRADFORD,West Yorkshire,BRADFORD
BD120NL,83,BRADFORD,West Yorkshire,BRADFORD
BD120NR,55.1,BRADFORD,West Yorkshire,BRADFORD
BD120NS,67.9,BRADFORD,West Yorkshire,BRADFORD
BD120NT,70.1,BRADFORD,West Yorkshire,BRADFORD
BD120NX,64.3,BRADFORD,West Yorkshire,BRADFORD
BD120PA,44.4,BRADFORD,West Yorkshire,BRADFORD
BD120PB,56,BRADFORD,West Yorkshire,BRADFORD
BD120PE,61.3,BRADFORD,West Yorkshire,BRADFORD
BD120PH,76.6,BRADFORD,West Yorkshire,BRADFORD
BD120PL,57.5,BRADFORD,West Yorkshire,BRADFORD
BD120PN,51,BRADFORD,West Yorkshire,BRADFORD
BD120PP,61.1,BRADFORD,West Yorkshire,BRADFORD
BD120PQ,63.9,BRADFORD,West Yorkshire,BRADFORD
BD120PR,31.6,BRADFORD,West Yorkshire,BRADFORD
BD120PS,125.5,BRADFORD,West Yorkshire,BRADFORD
BD120PT,72.6,BRADFORD,West Yorkshire,BRADFORD
BD120PU,70.5,BRADFORD,West Yorkshire,BRADFORD
BD120PY,68.8,BRADFORD,West Yorkshire,BRADFORD
BD120QB,12.5,BRADFORD,West Yorkshire,BRADFORD
BD120QJ,29.8,BRADFORD,West Yorkshire,BRADFORD
BD120QS,42,BRADFORD,West Yorkshire,BRADFORD
BD120QZ,54.4,BRADFORD,West Yorkshire,BRADFORD
BD120RR,30.9,BRADFORD,West Yorkshire,BRADFORD
BD120SG,40.1,BRADFORD,West Yorkshire,BRADFORD
BD120SX,18.9,BRADFORD,West Yorkshire,BRADFORD
BD120SY,22.9,BRADFORD,West Yorkshire,BRADFORD
BD120TA,22.3,BRADFORD,West Yorkshire,BRADFORD
BD120TB,53.2,BRADFORD,West Yorkshire,BRADFORD
BD120TD,76.2,BRADFORD,West Yorkshire,BRADFORD
BD120TH,21.2,BRADFORD,West Yorkshire,BRADFORD
BD120TL,61.6,BRADFORD,West Yorkshire,BRADFORD
BD120TN,67.3,BRADFORD,West Yorkshire,BRADFORD
BD120TP,41.7,BRADFORD,West Yorkshire,BRADFORD
BD120TQ,112.3,BRADFORD,West Yorkshire,BRADFORD
BD120TX,70.1,BRADFORD,West Yorkshire,BRADFORD
BD120UD,64.1,BRADFORD,West Yorkshire,BRADFORD
BD120UE,25,BRADFORD,West Yorkshire,BRADFORD
BD120UH,63.2,BRADFORD,West Yorkshire,BRADFORD
BD120UJ,60.2,BRADFORD,West Yorkshire,BRADFORD
BD120UL,48.6,BRADFORD,West Yorkshire,BRADFORD
BD120UN,65.4,BRADFORD,West Yorkshire,BRADFORD
BD120UQ,41.4,BRADFORD,West Yorkshire,BRADFORD
BD120UW,41.5,BRADFORD,West Yorkshire,BRADFORD
BD120UY,89,BRADFORD,West Yorkshire,BRADFORD
BD120UZ,81.3,BRADFORD,West Yorkshire,BRADFORD
BD127AB,55.9,BRADFORD,West Yorkshire,BRADFORD
BD127AD,49.8,BRADFORD,West Yorkshire,BRADFORD
BD127AF,54.8,BRADFORD,West Yorkshire,BRADFORD
BD127AG,10.5,BRADFORD,West Yorkshire,BRADFORD
BD127AH,53.2,BRADFORD,West Yorkshire,BRADFORD
BD127AL,29,BRADFORD,West Yorkshire,BRADFORD
BD127AP,21.5,BRADFORD,West Yorkshire,BRADFORD
BD127AR,58.6,BRADFORD,West Yorkshire,BRADFORD
BD127AS,112.8,BRADFORD,West Yorkshire,BRADFORD
BD127AT,69.7,BRADFORD,West Yorkshire,BRADFORD
BD127AU,53.7,BRADFORD,West Yorkshire,BRADFORD
BD127AX,54.8,BRADFORD,West Yorkshire,BRADFORD
BD127AY,55.2,BRADFORD,West Yorkshire,BRADFORD
BD127BN,91.6,BRADFORD,West Yorkshire,BRADFORD
BD127BP,37.9,BRADFORD,West Yorkshire,BRADFORD
BD127BQ,43.6,BRADFORD,West Yorkshire,BRADFORD
BD127BU,57.7,BRADFORD,West Yorkshire,BRADFORD
BD127BW,42.4,BRADFORD,West Yorkshire,BRADFORD
BD127BX,53.6,BRADFORD,West Yorkshire,BRADFORD
BD127BZ,60.8,BRADFORD,West Yorkshire,BRADFORD
BD127DA,12.9,BRADFORD,West Yorkshire,BRADFORD
BD127DD,16.6,BRADFORD,West Yorkshire,BRADFORD
BD127DE,13.5,BRADFORD,West Yorkshire,BRADFORD
BD127DH,13,BRADFORD,West Yorkshire,BRADFORD
BD127DJ,25.9,KIRKLEES,West Yorkshire,BRADFORD
BD127DQ,18.5,BRADFORD,West Yorkshire,BRADFORD
BD127DT,20.1,KIRKLEES,West Yorkshire,BRADFORD
BD127DW,8.1,KIRKLEES,West Yorkshire,BRADFORD
BD127DY,11.1,KIRKLEES,West Yorkshire,BRADFORD
BD127EA,9.4,KIRKLEES,West Yorkshire,BRADFORD
BD127ED,10.6,KIRKLEES,West Yorkshire,BRADFORD
BD127EE,11.2,KIRKLEES,West Yorkshire,BRADFORD
BD127EF,9.5,KIRKLEES,West Yorkshire,BRADFORD
BD127EH,11.2,KIRKLEES,West Yorkshire,BRADFORD
BD127EJ,35.3,KIRKLEES,West Yorkshire,BRADFORD
BD127EL,28.9,KIRKLEES,West Yorkshire,BRADFORD
BD127EN,32.9,KIRKLEES,West Yorkshire,BRADFORD
BD127EQ,16.2,KIRKLEES,West Yorkshire,BRADFORD
BD127ER,29.3,KIRKLEES,West Yorkshire,BRADFORD
BD127ET,28.9,KIRKLEES,West Yorkshire,BRADFORD
BD127EX,21.6,BRADFORD,West Yorkshire,BRADFORD
BD127EY,11.8,BRADFORD,West Yorkshire,BRADFORD
BD127EZ,26.2,BRADFORD,West Yorkshire,BRADFORD
BD127HE,28.4,BRADFORD,West Yorkshire,BRADFORD
BD127HG,49,BRADFORD,West Yorkshire,BRADFORD
BD127HH,45.9,BRADFORD,West Yorkshire,BRADFORD
BD127HL,6,BRADFORD,West Yorkshire,BRADFORD
BD127HP,10.9,BRADFORD,West Yorkshire,BRADFORD
BD127HS,31.7,BRADFORD,West Yorkshire,BRADFORD
BD127HT,28.7,BRADFORD,West Yorkshire,BRADFORD
BD127HX,24.6,BRADFORD,West Yorkshire,BRADFORD
BD128AB,55.3,BRADFORD,West Yorkshire,BRADFORD
BD128AD,56.3,BRADFORD,West Yorkshire,BRADFORD
BD128AE,22.1,BRADFORD,West Yorkshire,BRADFORD
BD128AG,105.4,BRADFORD,West Yorkshire,BRADFORD
BD128AH,54.5,BRADFORD,West Yorkshire,BRADFORD
BD128AJ,19.2,BRADFORD,West Yorkshire,BRADFORD
BD128AN,66.1,BRADFORD,West Yorkshire,BRADFORD
BD128AP,45.5,BRADFORD,West Yorkshire,BRADFORD
BD128AR,41.3,BRADFORD,West Yorkshire,BRADFORD
BD128AS,48.6,BRADFORD,West Yorkshire,BRADFORD
BD128AT,28,BRADFORD,West Yorkshire,BRADFORD
BD128AU,126.6,BRADFORD,West Yorkshire,BRADFORD
BD128AW,85.3,BRADFORD,West Yorkshire,BRADFORD
BD128AX,59.7,BRADFORD,West Yorkshire,BRADFORD
BD128AY,31.1,BRADFORD,West Yorkshire,BRADFORD
BD128AZ,178.6,BRADFORD,West Yorkshire,BRADFORD
BD128BA,55.5,BRADFORD,West Yorkshire,BRADFORD
BD128BH,52.2,BRADFORD,West Yorkshire,BRADFORD
BD128BN,17,BRADFORD,West Yorkshire,BRADFORD
BD128BT,31.3,BRADFORD,West Yorkshire,BRADFORD
BD128BX,48.4,BRADFORD,West Yorkshire,BRADFORD
BD128BZ,43.9,BRADFORD,West Yorkshire,BRADFORD
BD128DB,73.8,BRADFORD,West Yorkshire,BRADFORD
BD128DD,48.9,BRADFORD,West Yorkshire,BRADFORD
BD128DE,66.5,BRADFORD,West Yorkshire,BRADFORD
BD128DG,38.5,BRADFORD,West Yorkshire,BRADFORD
BD128DH,29.1,BRADFORD,West Yorkshire,BRADFORD
BD128DN,64.5,BRADFORD,West Yorkshire,BRADFORD
BD128DP,81,BRADFORD,West Yorkshire,BRADFORD
BD128DQ,59.4,BRADFORD,West Yorkshire,BRADFORD
BD128DR,67.6,BRADFORD,West Yorkshire,BRADFORD
BD128DT,82.3,BRADFORD,West Yorkshire,BRADFORD
BD128DU,60.5,BRADFORD,West Yorkshire,BRADFORD
BD128DX,41.7,BRADFORD,West Yorkshire,BRADFORD
BD128ER,29.3,BRADFORD,West Yorkshire,BRADFORD
BD128ES,60.5,BRADFORD,West Yorkshire,BRADFORD
BD128ET,24.7,BRADFORD,West Yorkshire,BRADFORD
BD128EU,13.5,BRADFORD,West Yorkshire,BRADFORD
BD128HN,40.3,BRADFORD,West Yorkshire,BRADFORD
BD128HQ,8.7,BRADFORD,West Yorkshire,BRADFORD
BD128HW,7.9,BRADFORD,West Yorkshire,BRADFORD
BD128HX,31.7,BRADFORD,West Yorkshire,BRADFORD
BD128HY,8.5,BRADFORD,West Yorkshire,BRADFORD
BD128HZ,36,BRADFORD,West Yorkshire,BRADFORD
BD128JB,32,BRADFORD,West Yorkshire,BRADFORD
BD128JN,49.2,BRADFORD,West Yorkshire,BRADFORD
BD128JR,75.1,BRADFORD,West Yorkshire,BRADFORD
BD128JT,66.1,BRADFORD,West Yorkshire,BRADFORD
BD128JU,86.9,BRADFORD,West Yorkshire,BRADFORD
BD128JW,86.2,BRADFORD,West Yorkshire,BRADFORD
BD128JX,62,BRADFORD,West Yorkshire,BRADFORD
BD128JY,76.3,BRADFORD,West Yorkshire,BRADFORD
BD128LB,46.5,BRADFORD,West Yorkshire,BRADFORD
BD128LD,65.9,BRADFORD,West Yorkshire,BRADFORD
BD128LE,69.4,BRADFORD,West Yorkshire,BRADFORD
BD128LP,94.5,BRADFORD,West Yorkshire,BRADFORD
BD128LQ,127.8,BRADFORD,West Yorkshire,BRADFORD
BD128NA,65.8,BRADFORD,West Yorkshire,BRADFORD
BD128NB,74.4,BRADFORD,West Yorkshire,BRADFORD
BD128ND,81.6,BRADFORD,West Yorkshire,BRADFORD
BD128NF,63.6,BRADFORD,West Yorkshire,BRADFORD
BD128NG,68.8,BRADFORD,West Yorkshire,BRADFORD
BD128NJ,89.1,BRADFORD,West Yorkshire,BRADFORD
BD128NQ,41.2,BRADFORD,West Yorkshire,BRADFORD
BD128PE,48.9,BRADFORD,West Yorkshire,BRADFORD
BD128PH,26.9,BRADFORD,West Yorkshire,BRADFORD
BD128PL,47.5,BRADFORD,West Yorkshire,BRADFORD
BD128PN,56.9,BRADFORD,West Yorkshire,BRADFORD
BD128PQ,56.8,BRADFORD,West Yorkshire,BRADFORD
