postcode,SFBB availability (% premises),UFBB availability (% premises),FTTP availability (% premises),District,County,TownCity
BD228DY,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EB,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EE,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EH,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EJ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EL,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EP,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EQ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228ER,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228ES,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EW,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EX,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EY,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228EZ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HD,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HE,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HF,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HG,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HH,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HJ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HL,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HN,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HP,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HQ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228HR,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JB,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JD,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JF,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JJ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JL,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JP,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JR,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JS,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JT,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JU,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JX,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JY,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228JZ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LB,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LE,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LH,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LJ,37.5,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LL,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LN,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LP,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LR,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LS,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LU,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LX,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228LY,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228NA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228ND,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228NL,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228NQ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228NR,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228NS,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228NT,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228NW,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228NX,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228PA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228PB,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228PD,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228PR,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228PU,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228PX,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228PY,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QB,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QE,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QH,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QL,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QN,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QP,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QQ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228QW,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RB,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RD,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RE,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RF,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RH,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RL,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RP,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RQ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RR,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RS,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RU,75,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RX,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RY,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228RZ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228SA,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD228SB,0,100,100,BRADFORD,West Yorkshire,KEIGHLEY
BD229AA,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229AB,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229AE,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229AJ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229AP,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229AU,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229AX,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229AY,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BA,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BB,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BD,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BG,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BP,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BS,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BT,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BU,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BX,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229BY,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DB,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DE,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DF,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DG,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DH,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DJ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DL,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DN,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DQ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DR,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DS,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DT,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229DY,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EB,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229ED,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EJ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EL,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EN,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EP,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229ET,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EW,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EX,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229EY,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HA,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HD,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HE,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HG,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HJ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HL,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HN,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HP,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HQ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HU,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HW,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HX,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229HY,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JA,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JB,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JD,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JF,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JH,75,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JJ,95,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JL,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JP,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JQ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JS,73.3,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JT,50,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JY,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229JZ,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LA,75,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LB,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LE,73.7,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LF,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LL,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LN,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LP,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LR,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LS,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LT,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LU,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LW,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LX,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229LY,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229NA,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229ND,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229NL,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229NP,81.6,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229NR,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229NS,41.7,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229NU,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229PH,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229PJ,0,100,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229QF,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229QJ,84.6,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229QL,94.3,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229QP,38.5,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229QR,18.2,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229QU,50,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229RH,22.7,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229RL,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229RN,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229RP,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229RR,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229RS,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229RX,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229RY,87.5,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229SA,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229SD,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229SE,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229SJ,55.6,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229SN,75,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229SU,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD229SX,100,0,0,BRADFORD,West Yorkshire,KEIGHLEY
BD22AA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22AB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22AD,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22AE,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22AF,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22AH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22AL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22AN,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22AP,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22AR,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22AT,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22AU,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22AW,33.3,66.7,0,BRADFORD,West Yorkshire,BRADFORD
BD22AX,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22AY,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22AZ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BD,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22BH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BS,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BT,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BW,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22BX,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22BY,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22DA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DB,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22DD,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DL,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22DP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DQ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DR,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DT,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DY,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22DZ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22EA,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22EB,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22EH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22EJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22EL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22EN,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22EP,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22ES,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22EU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22EW,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22EX,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22EY,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22EZ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HF,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HN,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HR,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HS,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HT,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HW,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HX,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22HY,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JD,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JE,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JN,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JQ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JT,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22JZ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LD,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD22LH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LN,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LQ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LR,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LS,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22LY,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22NA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22NB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22ND,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22NG,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22NH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22NJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD22NQ,7.7,92.3,0,BRADFORD,West Yorkshire,BRADFORD
BD23AB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AE,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AJ,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23AL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AN,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AQ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AR,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AS,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23AT,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AW,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AY,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23AZ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BD,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BE,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BG,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BN,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BS,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BT,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23BU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23BY,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23DA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DD,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DE,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DF,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DG,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23DH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DN,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DQ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DR,42.1,57.9,0,BRADFORD,West Yorkshire,BRADFORD
BD23DU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DX,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23DY,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23EB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23EE,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23EH,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23EJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23EL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23ER,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23ES,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23ET,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23EU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23EX,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23EY,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23EZ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HD,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HE,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HF,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HG,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HL,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HQ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HS,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HW,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23HX,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JA,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23JB,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23JE,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JF,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23JG,100,0,0,BRADFORD,West Yorkshire,BRADFORD
BD23JH,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JJ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JN,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JP,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JQ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JS,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JT,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JU,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JX,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JY,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23JZ,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23LA,0,100,0,BRADFORD,West Yorkshire,BRADFORD
BD23LB,0,100,0,BRADFORD,West Yorkshire,BRADFORD
