postcode,SFBB availability (% premises),UFBB availability (% premises),FTTP availability (% premises),District,County,TownCity
S24TA,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24TD,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24TE,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24TF,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24TH,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24UD,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24UF,0,100,12.5,SHEFFIELD,South Yorkshire,SHEFFIELD
S24UG,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24UH,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24UN,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24UP,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24UR,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S24UT,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S251AA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YA,76.2,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YB,66.7,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YF,94.6,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YJ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YL,97.8,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YP,97.8,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YW,83.9,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YY,20,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251YZ,50,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251ZB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251ZD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251ZE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251ZF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251ZG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S251ZJ,94.1,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252AA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252AD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252AT,83.3,16.7,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252JU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LE,75.8,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LJ,85.1,14.9,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LL,83,17,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LN,74,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252LY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252ND,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NJ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252NY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PP,91.8,8.2,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252PZ,38.2,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QB,73.5,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QD,78.1,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QJ,89.8,10.2,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QL,98.2,1.8,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QR,3.4,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252QZ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RJ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RY,94.4,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252RZ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SL,14.3,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SR,54.2,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SX,87.7,12.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252SY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TF,95.7,4.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252TY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252UE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252UF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252UT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252UU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252UY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S252XX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253AB,60.7,39.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253AD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253AE,91.7,8.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253AL,85.7,14.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253AN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253AP,58.3,41.7,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253PF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253PH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253PJ,48.3,51.7,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253PL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QF,92.3,7.7,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QG,90,10,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QJ,75,25,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QL,57.1,42.9,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QN,41.2,55.9,55.9,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QQ,23.1,76.9,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QR,0,100,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253QZ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RG,71,27.5,27.5,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RH,28,72,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RL,88.9,11.1,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RP,0,100,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RQ,50,50,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RR,18.2,81.8,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RS,63.2,36.8,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RT,25,75,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RU,21.4,78.6,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RY,67.6,32.4,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253RZ,84.6,15.4,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253SA,40.6,59.4,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253SB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253SH,0,95.5,95.5,ROTHERHAM,South Yorkshire,SHEFFIELD
S253SJ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253SR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253SS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253UB,97.3,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253UD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S253UG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AF,72.2,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AJ,91.7,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AU,21.4,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254AZ,90.9,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BD,0,100,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BE,81,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BG,43.8,56.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BH,13.3,86.7,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BJ,55.9,44.1,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254BY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DB,87,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DE,97.5,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DF,84.6,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DL,95.5,2.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DN,96.7,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254DY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254ED,33.3,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EH,84.1,15.9,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EJ,92.7,7.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EP,98.1,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EU,87.5,12.5,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254EZ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FB,66.7,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FJ,61.8,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254FW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GJ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254GZ,40,60,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HB,98,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HD,92.1,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HE,95,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254HS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JF,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S254JZ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255AA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255AB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255AD,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255AL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255AY,0,100,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255BA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255BB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255BG,97,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255BP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255BZ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DH,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DJ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DP,33.3,66.7,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255DZ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255EE,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255EG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255EL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255ER,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255ET,93.8,6.3,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255FA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255FQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255FR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255FS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255GL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255GN,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255GP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255GQ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255GR,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255GS,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255GX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HJ,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HL,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HN,92.3,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HP,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HT,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HU,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HW,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HX,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255HY,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255JA,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255JB,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S255JG,100,0,0,ROTHERHAM,South Yorkshire,SHEFFIELD
S25AD,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AE,73.3,26.7,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AG,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AL,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AP,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AS,1.3,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AT,7.1,92.9,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AU,77.8,11.1,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AW,1.3,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25AX,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25BG,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25BH,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25BL,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25BR,0,100,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25BU,7.4,92.6,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25BY,98.3,1.7,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25BZ,100,0,0,SHEFFIELD,South Yorkshire,SHEFFIELD
S25EA,16.7,83.3,0,SHEFFIELD,South Yorkshire,SHEFFIELD
