URN,SchoolName,LocalAuthority,County,Postcode,Attainment8,Year,LSOA,District
147838,Doncaster UTC,Doncaster,South Yorkshire,DN13BF,48.1,2023-2024,Doncaster 022E,DONCASTER
137842,Hall Cross Academy,Doncaster,South Yorkshire,DN12HY,49.9,2023-2024,Doncaster 019D,DONCASTER
136672,The Hayfield School,Doncaster,South Yorkshire,DN93HG,51.2,2023-2024,Doncaster 038A,DONCASTER
106812,Hill House School,Doncaster,South Yorkshire,DN93GG,28.4,2023-2024,Doncaster 038A,DONCASTER
137899,Hungerhill School,Doncaster,South Yorkshire,DN32JY,51.1,2023-2024,Doncaster 011D,DONCASTER
146639,The Laurel Academy,Doncaster,South Yorkshire,S649SD,43.5,2023-2024,Doncaster 020A,DONCASTER
140865,The McAuley Catholic High School,Doncaster,South Yorkshire,DN33QF,45.6,2023-2024,Doncaster 026E,DONCASTER
140816,North Bridge Enterprise College,Doncaster,South Yorkshire,DN45JW,2.9,2023-2024,Doncaster 019A,DONCASTER
135963,Outwood Academy Adwick,Doncaster,South Yorkshire,DN67SF,38.5,2023-2024,Doncaster 009A,DONCASTER
143938,Outwood Academy Danum,Doncaster,South Yorkshire,DN25QD,39.3,2023-2024,Doncaster 018C,DONCASTER
137603,Ridgewood School,Doncaster,South Yorkshire,DN57UB,45.6,2023-2024,Doncaster 016C,DONCASTER
136675,Rossington All Saints Academy,Doncaster,South Yorkshire,DN110BZ,48.2,2023-2024,Doncaster 036B,DONCASTER
144364,Sir Thomas Wharton Academy,Doncaster,South Yorkshire,DN121HH,46.9,2023-2024,Doncaster 034A,DONCASTER
135007,Trinity Academy,Doncaster,South Yorkshire,DN85BY,41,2023-2024,Doncaster 003B,DONCASTER
143916,XP East,Doncaster,South Yorkshire,DN45NG,44.4,2023-2024,Doncaster 019A,DONCASTER
140964,XP School,Doncaster,South Yorkshire,DN45NG,44.9,2023-2024,Doncaster 019A,DONCASTER
142768,Abbey School,Rotherham,South Yorkshire,S612RA,10.3,2023-2024,Rotherham 015E,ROTHERHAM
146571,Abbeywood School,Rotherham,South Yorkshire,S668QN,19.9,2023-2024,Rotherham 018A,ROTHERHAM
136718,Aston Academy,Rotherham,South Yorkshire,S264SF,44.1,2023-2024,Rotherham 026A,ROTHERHAM
136301,Brinsworth Academy,Rotherham,South Yorkshire,S605EJ,43.1,2023-2024,Rotherham 025E,ROTHERHAM
143545,Clifton Community School,Rotherham,South Yorkshire,S652SN,35,2023-2024,Rotherham 014E,ROTHERHAM
141730,Dinnington High School,Rotherham,South Yorkshire,S252NZ,38.4,2023-2024,Rotherham 029E,ROTHERHAM
149188,Elements Academy,Rotherham,South Yorkshire,S252NF,5.3,2023-2024,Rotherham 029E,ROTHERHAM
136042,Maltby Academy,Rotherham,South Yorkshire,S668AB,44,2023-2024,Rotherham 018F,ROTHERHAM
106966,Newman School,Rotherham,South Yorkshire,S603LX,1.8,2023-2024,Rotherham 023F,ROTHERHAM
140459,Oakwood High School,Rotherham,South Yorkshire,S602UH,45.7,2023-2024,Rotherham 023B,ROTHERHAM
140553,Rawmarsh Community School,Rotherham,South Yorkshire,S627GA,38.7,2023-2024,Rotherham 005D,ROTHERHAM
138329,St Bernard's Catholic High School,Rotherham,South Yorkshire,S653BE,48.3,2023-2024,Rotherham 021C,ROTHERHAM
106962,Saint Pius X Catholic High School A Specialist School in Humanities,Rotherham,South Yorkshire,S637PQ,44.1,2023-2024,Rotherham 002A,ROTHERHAM
143141,Swinton Academy,Rotherham,South Yorkshire,S648JW,39.6,2023-2024,Rotherham 003D,ROTHERHAM
148547,Thrybergh Academy,Rotherham,South Yorkshire,S654BP,29.2,2023-2024,Rotherham 010B,ROTHERHAM
136331,Wales High School,Rotherham,South Yorkshire,S265QQ,45.7,2023-2024,Rotherham 031C,ROTHERHAM
145848,Wath Academy,Rotherham,South Yorkshire,S637NW,49.5,2023-2024,Rotherham 002E,ROTHERHAM
140646,Wickersley School and Sports College,Rotherham,South Yorkshire,S661JL,48.9,2023-2024,Rotherham 022B,ROTHERHAM
139992,Wingfield Academy,Rotherham,South Yorkshire,S614AU,48,2023-2024,Rotherham 009C,ROTHERHAM
141853,Winterhill School,Rotherham,South Yorkshire,S612BD,40.4,2023-2024,Rotherham 015D,ROTHERHAM
138337,All Saints' Catholic High School,Sheffield,South Yorkshire,S22RJ,46.3,2023-2024,Sheffield 043A,SHEFFIELD
131122,Al-Mahad Al-Islami,Sheffield,South Yorkshire,S95FP,43,2023-2024,Sheffield 027D,SHEFFIELD
145864,Astrea Academy Sheffield,Sheffield,South Yorkshire,S39BE,42.3,2023-2024,Sheffield 022B,SHEFFIELD
107169,Bents Green School,Sheffield,South Yorkshire,S117TB,4,2023-2024,Sheffield 055F,SHEFFIELD
107168,Bethany School,Sheffield,South Yorkshire,S37PS,43.5,2023-2024,Sheffield 026A,SHEFFIELD
107163,Birkdale School,Sheffield,South Yorkshire,S103DH,56,2023-2024,Sheffield 036A,SHEFFIELD
143963,The Birley Academy,Sheffield,South Yorkshire,S123BP,38.6,2023-2024,Sheffield 076D,SHEFFIELD
147788,Bradfield School,Sheffield,South Yorkshire,S350AE,45.4,2023-2024,Sheffield 008A,SHEFFIELD
136936,Brantwood Specialist School,Sheffield,South Yorkshire,S71NU,3.9,2023-2024,Sheffield 050D,SHEFFIELD
138414,Chaucer School,Sheffield,South Yorkshire,S58NH,28,2023-2024,Sheffield 009E,SHEFFIELD
135934,E-Act Parkwood Academy,Sheffield,South Yorkshire,S58UL,36.3,2023-2024,Sheffield 019D,SHEFFIELD
145191,Ecclesfield School,Sheffield,South Yorkshire,S359WD,43.1,2023-2024,Sheffield 004D,SHEFFIELD
138925,Fir Vale School,Sheffield,South Yorkshire,S48GB,25.5,2023-2024,Sheffield 022D,SHEFFIELD
139334,Firth Park Academy,Sheffield,South Yorkshire,S50SD,36.9,2023-2024,Sheffield 010B,SHEFFIELD
140547,Forge Valley School,Sheffield,South Yorkshire,S65HG,47.4,2023-2024,Sheffield 021E,SHEFFIELD
141495,Handsworth Grange Community Sports College,Sheffield,South Yorkshire,S139HJ,39.7,2023-2024,Sheffield 037C,SHEFFIELD
126705,Heritage Park School,Sheffield,South Yorkshire,S22RU,6.1,2023-2024,Sheffield 043A,SHEFFIELD
145455,High Storrs School,Sheffield,South Yorkshire,S117LH,61.1,2023-2024,Sheffield 047F,SHEFFIELD
139856,Hinde House 2-16 Academy,Sheffield,South Yorkshire,S56AG,38.9,2023-2024,Sheffield 014B,SHEFFIELD
126712,Holgate Meadows School,Sheffield,South Yorkshire,S57WE,5.8,2023-2024,Sheffield 011E,SHEFFIELD
149427,Kenwood Academy,Sheffield,South Yorkshire,S71HQ,1.7,2023-2024,Sheffield 050F,SHEFFIELD
138841,King Ecgbert School,Sheffield,South Yorkshire,S173QU,56.4,2023-2024,Sheffield 068C,SHEFFIELD
107140,King Edward VII School,Sheffield,South Yorkshire,S102PW,48.9,2023-2024,Sheffield 036B,SHEFFIELD
140479,Luqman Academy,Sheffield,South Yorkshire,S95DL,43.6,2023-2024,Sheffield 018B,SHEFFIELD
138545,Meadowhead School Academy Trust,Sheffield,South Yorkshire,S88BR,46.7,2023-2024,Sheffield 064F,SHEFFIELD
145897,Mercia School,Sheffield,South Yorkshire,S72DY,69.4,2023-2024,Sheffield 050C,SHEFFIELD
140821,Newfield Secondary School,Sheffield,South Yorkshire,S89JP,44.6,2023-2024,Sheffield 064A,SHEFFIELD
138361,Notre Dame High School,Sheffield,South Yorkshire,S103BT,57.4,2023-2024,Sheffield 038C,SHEFFIELD
140394,Oasis Academy Don Valley,Sheffield,South Yorkshire,S93TY,36.1,2023-2024,Sheffield 022G,SHEFFIELD
140415,Outwood Academy City,Sheffield,South Yorkshire,S138SS,38.8,2023-2024,Sheffield 045B,SHEFFIELD
107166,Sheffield High School GDST,Sheffield,South Yorkshire,S102PE,20.4,2023-2024,Sheffield 036A,SHEFFIELD
131895,Sheffield Park Academy,Sheffield,South Yorkshire,S21SN,36.7,2023-2024,Sheffield 039E,SHEFFIELD
131896,Sheffield Springs Academy,Sheffield,South Yorkshire,S122SF,33.7,2023-2024,Sheffield 054C,SHEFFIELD
139167,Silverdale School,Sheffield,South Yorkshire,S119QH,57.9,2023-2024,Sheffield 055A,SHEFFIELD
145274,Stocksbridge High School,Sheffield,South Yorkshire,S361FD,41.6,2023-2024,Sheffield 001B,SHEFFIELD
138069,Tapton School,Sheffield,South Yorkshire,S105RG,58.4,2023-2024,Sheffield 033C,SHEFFIELD
139695,UTC Sheffield City Centre,Sheffield,South Yorkshire,S14QF,40.4,2023-2024,Sheffield 042G,SHEFFIELD
142605,UTC Sheffield Olympic Legacy Park,Sheffield,South Yorkshire,S93TU,42.6,2023-2024,Sheffield 022G,SHEFFIELD
107162,Westbourne School,Sheffield,South Yorkshire,S102QT,59.6,2023-2024,Sheffield 036A,SHEFFIELD
145562,Westfield School,Sheffield,South Yorkshire,S201HQ,43.9,2023-2024,Sheffield 065F,SHEFFIELD
145943,Yewlands Academy,Sheffield,South Yorkshire,S358NN,41.4,2023-2024,Sheffield 009G,SHEFFIELD
134429,Al Mumin Primary and Secondary School,Bradford,West Yorkshire,BD87DA,44.2,2023-2024,Bradford 039J,BRADFORD
145173,Appleton Academy,Bradford,West Yorkshire,BD128AL,34.1,2023-2024,Bradford 061A,BRADFORD
143112,Beckfoot Oakbank,Bradford,West Yorkshire,BD227DU,36,2023-2024,Bradford 012A,BRADFORD
139975,Beckfoot School,Bradford,West Yorkshire,BD161EE,50.4,2023-2024,Bradford 022G,BRADFORD
143114,Beckfoot Thornton,Bradford,West Yorkshire,BD133BH,37.3,2023-2024,Bradford 043A,BRADFORD
142031,Beckfoot Upper Heaton,Bradford,West Yorkshire,BD96AL,32.7,2023-2024,Bradford 030B,BRADFORD
135229,Beechcliffe Special School,Bradford,West Yorkshire,BD206ED,0.4,2023-2024,Bradford 007B,BRADFORD
138087,Belle Vue Girls' Academy,Bradford,West Yorkshire,BD96NA,43.8,2023-2024,Bradford 030A,BRADFORD
107439,Bingley Grammar School,Bradford,West Yorkshire,BD162RS,48.9,2023-2024,Bradford 015A,BRADFORD
135367,Bradford Academy,Bradford,West Yorkshire,BD47QJ,33.1,2023-2024,Bradford 053A,BRADFORD
107461,Bradford Christian School,Bradford,West Yorkshire,BD21BT,50.3,2023-2024,Bradford 024E,BRADFORD
140429,Bradford Forster Academy,Bradford,West Yorkshire,BD48RG,37,2023-2024,Bradford 046A,BRADFORD
140204,Bradford Girls' Grammar School,Bradford,West Yorkshire,BD96RB,46.9,2023-2024,Bradford 037B,BRADFORD
107455,Bradford Grammar School,Bradford,West Yorkshire,BD94JP,27.5,2023-2024,Bradford 034C,BRADFORD
147067,Bronte Girls' Academy,Bradford,West Yorkshire,BD47EB,51.2,2023-2024,Bradford 045C,BRADFORD
142825,Buttershaw Business & Enterprise College Academy,Bradford,West Yorkshire,BD63PX,33,2023-2024,Bradford 055E,BRADFORD
147100,Carlton Bolling,Bradford,West Yorkshire,BD30DU,43,2023-2024,Bradford 035B,BRADFORD
136198,Carlton Keighley,Bradford,West Yorkshire,BD206EB,36.3,2023-2024,Bradford 007B,BRADFORD
147177,Co-op Academy Grange,Bradford,West Yorkshire,BD59ET,30.5,2023-2024,Bradford 050C,BRADFORD
134140,Darul Uloom Dawatul Imaan,Bradford,West Yorkshire,BD49PH,57.5,2023-2024,Bradford 046D,BRADFORD
135866,Dixons Allerton Academy,Bradford,West Yorkshire,BD80DH,43.4,2023-2024,Bradford 040B,BRADFORD
130909,Dixons City Academy,Bradford,West Yorkshire,BD57RR,51.8,2023-2024,Bradford 048B,BRADFORD
146198,Dixons Cottingley Academy,Bradford,West Yorkshire,BD161TZ,50.1,2023-2024,Bradford 022G,BRADFORD
137277,Dixons Kings Academy,Bradford,West Yorkshire,BD72AN,53.4,2023-2024,Bradford 041A,BRADFORD
141002,Dixons McMillan Academy,Bradford,West Yorkshire,BD50JD,47.8,2023-2024,Bradford 048C,BRADFORD
138251,Dixons Trinity Academy,Bradford,West Yorkshire,BD50BE,54.7,2023-2024,Bradford 048C,BRADFORD
147204,"Eden Boys' Leadership Academy, Bradford",Bradford,West Yorkshire,BD89AR,51.3,2023-2024,Bradford 041C,BRADFORD
145499,Eden Springs Girls Secondary,Bradford,West Yorkshire,BD57PE,54.3,2023-2024,Bradford 051B,BRADFORD
136189,Eternal Light,Bradford,West Yorkshire,BD59DH,50.3,2023-2024,Bradford 051C,BRADFORD
136962,Feversham Girls' Secondary Academy,Bradford,West Yorkshire,BD30LT,52.4,2023-2024,Bradford 035C,BRADFORD
134587,The Fountain School,Bradford,West Yorkshire,BD58BP,59.4,2023-2024,Bradford 053C,BRADFORD
149011,Hanson Academy,Bradford,West Yorkshire,BD21JP,35,2023-2024,Bradford 028A,BRADFORD
149299,"The Holy Family Catholic School, a Voluntary Academy",Bradford,West Yorkshire,BD206LH,34,2023-2024,Bradford 007D,BRADFORD
136905,Ilkley Grammar School,Bradford,West Yorkshire,LS298TR,56.5,2023-2024,Bradford 001D,BRADFORD
142590,Immanuel College,Bradford,West Yorkshire,BD109AQ,40.6,2023-2024,Bradford 017C,BRADFORD
107460,Jaamiatul Imaam Muhammad Zakaria,Bradford,West Yorkshire,BD146JX,43.5,2023-2024,Bradford 047E,BRADFORD
142681,Laisterdyke Leadership Academy,Bradford,West Yorkshire,BD38HE,35.8,2023-2024,Bradford 038B,BRADFORD
139995,Oasis Academy Lister Park,Bradford,West Yorkshire,BD87ND,32.6,2023-2024,Bradford 034C,BRADFORD
149519,Oastlers School,Bradford,West Yorkshire,BD47RH,14.4,2023-2024,Bradford 045B,BRADFORD
139474,One In A Million Free School,Bradford,West Yorkshire,BD87DX,30.8,2023-2024,Bradford 039J,BRADFORD
150001,Parkside School,Bradford,West Yorkshire,BD135AD,36.9,2023-2024,Bradford 031B,BRADFORD
148520,"St Bede's and St Joseph's Catholic College, A Voluntary Academy",Bradford,West Yorkshire,BD94BQ,45.5,2023-2024,Bradford 029A,BRADFORD
107395,Titus Salt School,Bradford,West Yorkshire,BD175RH,39.1,2023-2024,Bradford 018B,BRADFORD
142761,Tong Leadership Academy,Bradford,West Yorkshire,BD46NR,35.8,2023-2024,Bradford 057C,BRADFORD
148545,Trinity Academy Bradford,Bradford,West Yorkshire,BD132AS,43.7,2023-2024,Bradford 058F,BRADFORD
147733,Beacon Lights Schools,Calderdale,West Yorkshire,HX15JL,17.6,2023-2024,Calderdale 012D,CALDERDALE
136604,Brighouse High School,Calderdale,West Yorkshire,HD62NY,44.7,2023-2024,Calderdale 019A,CALDERDALE
131960,Broadwood School,Calderdale,West Yorkshire,HX20RU,3.5,2023-2024,Calderdale 009A,CALDERDALE
149531,The Brooksbank School,Calderdale,West Yorkshire,HX50QG,47.8,2023-2024,Calderdale 025F,CALDERDALE
107562,The Calder Learning Trust,Calderdale,West Yorkshire,HX75QN,47.6,2023-2024,Calderdale 007A,CALDERDALE
138441,Compass Community School North,Calderdale,West Yorkshire,HX50SH,7,2023-2024,Calderdale 025A,CALDERDALE
139182,The Crossley Heath School,Calderdale,West Yorkshire,HX30HG,72.6,2023-2024,Calderdale 016B,CALDERDALE
140326,The Halifax Academy,Calderdale,West Yorkshire,HX20BA,40.9,2023-2024,Calderdale 010C,CALDERDALE
107585,Hipperholme Grammar School,Calderdale,West Yorkshire,HX38JE,48.9,2023-2024,Calderdale 011C,CALDERDALE
137036,Lightcliffe Academy,Calderdale,West Yorkshire,HX38TL,38.7,2023-2024,Calderdale 015C,CALDERDALE
136788,The North Halifax Grammar School,Calderdale,West Yorkshire,HX29SU,68.4,2023-2024,Calderdale 001D,CALDERDALE
143115,Park Lane Academy,Calderdale,West Yorkshire,HX39LG,32.9,2023-2024,Calderdale 018E,CALDERDALE
137444,Rastrick High School,Calderdale,West Yorkshire,HD63XB,48.3,2023-2024,Calderdale 024D,CALDERDALE
107583,Rishworth School,Calderdale,West Yorkshire,HX64QA,31.6,2023-2024,Calderdale 027D,CALDERDALE
141307,Ryburn Valley High School,Calderdale,West Yorkshire,HX61DF,48.7,2023-2024,Calderdale 020C,CALDERDALE
107564,Todmorden High School,Calderdale,West Yorkshire,OL147DG,45.1,2023-2024,Calderdale 013E,CALDERDALE
144946,Trinity Academy Grammar,Calderdale,West Yorkshire,HX62NW,44.5,2023-2024,Calderdale 017B,CALDERDALE
136094,Trinity Academy Halifax,Calderdale,West Yorkshire,HX29TZ,43.5,2023-2024,Calderdale 001D,CALDERDALE
107589,The William Henry Smith School and Sixth Form,Calderdale,West Yorkshire,HD63JW,8.9,2023-2024,Calderdale 024C,CALDERDALE
107782,All Saints Catholic College,Kirklees,West Yorkshire,HD22JT,45.9,2023-2024,Kirklees 022C,KIRKLEES
137424,Batley Girls' High School,Kirklees,West Yorkshire,WF170LD,46.9,2023-2024,Kirklees 006E,KIRKLEES
137487,Batley Grammar School,Kirklees,West Yorkshire,WF170AD,45.1,2023-2024,Kirklees 006B,KIRKLEES
138111,BBG Academy,Kirklees,West Yorkshire,BD194BE,52.1,2023-2024,Kirklees 001A,KIRKLEES
132732,Brian Jackson College,Kirklees,West Yorkshire,WF160AD,0.6,2023-2024,Kirklees 011G,KIRKLEES
142330,Cambridge Street School,Kirklees,West Yorkshire,WF175QW,20.2,2023-2024,Kirklees 010B,KIRKLEES
146367,Castle Hall Academy,Kirklees,West Yorkshire,WF149PH,41.8,2023-2024,Kirklees 026B,KIRKLEES
140660,Colne Valley High School,Kirklees,West Yorkshire,HD75SP,41.9,2023-2024,Kirklees 049A,KIRKLEES
136283,Heckmondwike Grammar School,Kirklees,West Yorkshire,WF160AH,78.5,2023-2024,Kirklees 011G,KIRKLEES
107769,Holmfirth High School,Kirklees,West Yorkshire,HD97SE,55.3,2023-2024,Kirklees 059F,KIRKLEES
146906,Honley High School,Kirklees,West Yorkshire,HD96QJ,51.3,2023-2024,Kirklees 053A,KIRKLEES
107786,Huddersfield Grammar School,Kirklees,West Yorkshire,HD14QX,62.5,2023-2024,Kirklees 039B,KIRKLEES
143227,Joseph Norton Academy,Kirklees,West Yorkshire,HD89JU,6.7,2023-2024,Kirklees 057A,KIRKLEES
138706,King James's School,Kirklees,West Yorkshire,HD46SG,46.8,2023-2024,Kirklees 044B,KIRKLEES
107794,Madni Academy,Kirklees,West Yorkshire,WF129AY,48.6,2023-2024,Kirklees 024F,KIRKLEES
139076,Manor Croft Academy,Kirklees,West Yorkshire,WF127DW,47.8,2023-2024,Kirklees 018F,KIRKLEES
136674,The Mirfield Free Grammar,Kirklees,West Yorkshire,WF149EZ,45.2,2023-2024,Kirklees 021C,KIRKLEES
137500,Moor End Academy,Kirklees,West Yorkshire,HD45JA,46.1,2023-2024,Kirklees 047D,KIRKLEES
107756,Netherhall Learning Campus High School,Kirklees,West Yorkshire,HD59PG,39.3,2023-2024,Kirklees 035A,KIRKLEES
147888,Newsome Academy,Kirklees,West Yorkshire,HD46JN,41.6,2023-2024,Kirklees 048C,KIRKLEES
136502,North Huddersfield Trust School,Kirklees,West Yorkshire,HD21DJ,35.3,2023-2024,Kirklees 029B,KIRKLEES
144857,Pivot Academy,Kirklees,West Yorkshire,HD21GN,3.1,2023-2024,Kirklees 022C,KIRKLEES
144811,Rida Girls High School,Kirklees,West Yorkshire,WF129LX,60,2023-2024,Kirklees 024B,KIRKLEES
146327,"Royds Hall, A Share Academy",Kirklees,West Yorkshire,HD34HA,42,2023-2024,Kirklees 039D,KIRKLEES
141470,St John Fisher Catholic Voluntary Academy,Kirklees,West Yorkshire,WF134LL,31.4,2023-2024,Kirklees 017E,KIRKLEES
137869,Salendine Nook High School Academy,Kirklees,West Yorkshire,HD34GN,49.9,2023-2024,Kirklees 038C,KIRKLEES
137352,"Shelley College, A Share Academy",Kirklees,West Yorkshire,HD88NL,52.1,2023-2024,Kirklees 056A,KIRKLEES
107801,Southgate School,Kirklees,West Yorkshire,HD58TG,0.6,2023-2024,Kirklees 040A,KIRKLEES
107778,Spen Valley High School,Kirklees,West Yorkshire,WF157LX,34.1,2023-2024,Kirklees 015A,KIRKLEES
146365,"Thornhill Community Academy, A Share Academy",Kirklees,West Yorkshire,WF120HE,45.5,2023-2024,Kirklees 028E,KIRKLEES
142406,Upper Batley High School,Kirklees,West Yorkshire,WF170BJ,45.5,2023-2024,Kirklees 010B,KIRKLEES
107775,Westborough High School,Kirklees,West Yorkshire,WF132JE,42.4,2023-2024,Kirklees 016C,KIRKLEES
149162,"Whitcliffe Mount, A Share Academy",Kirklees,West Yorkshire,BD193AQ,47,2023-2024,Kirklees 005D,KIRKLEES
137083,Abbey Grange Church of England Academy,Leeds,West Yorkshire,LS165EA,58.7,2023-2024,Leeds 033E,LEEDS
108058,Allerton Grange School,Leeds,West Yorkshire,LS176SF,44.9,2023-2024,Leeds 023B,LEEDS
108057,Allerton High School,Leeds,West Yorkshire,LS177AG,58.3,2023-2024,Leeds 018C,LEEDS
108083,Benton Park School,Leeds,West Yorkshire,LS196LX,46.8,2023-2024,Leeds 014B,LEEDS
144809,Bishop Young Church of England Academy,Leeds,West Yorkshire,LS146NU,36.6,2023-2024,Leeds 040E,LEEDS
146217,Boston Spa Academy,Leeds,West Yorkshire,LS236RW,54.1,2023-2024,Leeds 005A,LEEDS
143238,Brigshaw High School,Leeds,West Yorkshire,WF102HR,44.4,2023-2024,Leeds 103B,LEEDS
108123,Broomfield South SILC,Leeds,West Yorkshire,LS103JP,0.2,2023-2024,Leeds 094D,LEEDS
142056,Bruntcliffe Academy,Leeds,West Yorkshire,LS270LZ,48.2,2023-2024,Leeds 106A,LEEDS
108095,Cardinal Heenan Catholic High School,Leeds,West Yorkshire,LS64QE,59.1,2023-2024,Leeds 025A,LEEDS
108059,Carr Manor Community School,Leeds,West Yorkshire,LS175DJ,50.5,2023-2024,Leeds 025A,LEEDS
145927,Cockburn John Charles Academy,Leeds,West Yorkshire,LS102JU,41.6,2023-2024,Leeds 092A,LEEDS
142585,Cockburn School,Leeds,West Yorkshire,LS115TT,48.4,2023-2024,Leeds 091E,LEEDS
137065,Co-op Academy Leeds,Leeds,West Yorkshire,LS97HD,33,2023-2024,Leeds 064E,LEEDS
144588,Co-op Academy Priesthorpe,Leeds,West Yorkshire,LS285SG,39.3,2023-2024,Leeds 066B,LEEDS
148294,"Corpus Christi Catholic College, A Voluntary Academy",Leeds,West Yorkshire,LS90TT,35.7,2023-2024,Leeds 072C,LEEDS
138304,Crawshaw Academy,Leeds,West Yorkshire,LS289HU,42.9,2023-2024,Leeds 079A,LEEDS
144743,Dixons Trinity Chapeltown,Leeds,West Yorkshire,LS74AW,47.8,2023-2024,Leeds 042E,LEEDS
146363,Dixons Unity Academy,Leeds,West Yorkshire,LS123DS,33.2,2023-2024,Leeds 078B,LEEDS
137577,The Farnley Academy,Leeds,West Yorkshire,LS125EU,49.3,2023-2024,Leeds 083D,LEEDS
108117,Fulneck School,Leeds,West Yorkshire,LS288DS,47.9,2023-2024,Leeds 076B,LEEDS
136343,Garforth Academy,Leeds,West Yorkshire,LS251LJ,50.5,2023-2024,Leeds 087D,LEEDS
108104,Gateways School,Leeds,West Yorkshire,LS179LE,47.9,2023-2024,Leeds 006A,LEEDS
108113,The Grammar School At Leeds,Leeds,West Yorkshire,LS178GS,44.4,2023-2024,Leeds 012B,LEEDS
148654,Green Meadows Academy,Leeds,West Yorkshire,LS208LS,7.3,2023-2024,Leeds 008D,LEEDS
108085,Guiseley School,Leeds,West Yorkshire,LS208DT,49.4,2023-2024,Leeds 009C,LEEDS
137775,Horsforth School,Leeds,West Yorkshire,LS185RF,55.8,2023-2024,Leeds 021C,LEEDS
108119,John Jamieson School,Leeds,West Yorkshire,LS82PW,0.1,2023-2024,Leeds 037C,LEEDS
148793,John Smeaton Academy,Leeds,West Yorkshire,LS158TA,32.5,2023-2024,Leeds 057E,LEEDS
108055,Lawnswood School,Leeds,West Yorkshire,LS165AG,43.5,2023-2024,Leeds 109A,LEEDS
139646,Leeds City Academy,Leeds,West Yorkshire,LS62LG,39.8,2023-2024,Leeds 110E,LEEDS
136826,Leeds East Academy,Leeds,West Yorkshire,LS146HA,32.3,2023-2024,Leeds 050A,LEEDS
139773,Leeds Jewish Free School,Leeds,West Yorkshire,LS177TN,52.4,2023-2024,Leeds 018A,LEEDS
135935,Leeds West Academy,Leeds,West Yorkshire,LS131DQ,38.6,2023-2024,Leeds 052B,LEEDS
138380,Lighthouse School Leeds,Leeds,West Yorkshire,LS166QB,7,2023-2024,Leeds 019B,LEEDS
135771,Luminate Education Group,Leeds,West Yorkshire,LS31AA,17.5,2023-2024,Leeds 063B,LEEDS
136392,The Morley Academy,Leeds,West Yorkshire,LS270PD,53.8,2023-2024,Leeds 104B,LEEDS
108097,Mount St Mary's Catholic High School,Leeds,West Yorkshire,LS98LA,51.8,2023-2024,Leeds 075E,LEEDS
137704,Otley Prince Henry's Grammar School Specialist Language College,Leeds,West Yorkshire,LS212BB,53.4,2023-2024,Leeds 003C,LEEDS
148527,Oulton Academy,Leeds,West Yorkshire,LS268EX,46.9,2023-2024,Leeds 100D,LEEDS
146339,The Pivot Academy LS East,Leeds,West Yorkshire,LS146UF,4.3,2023-2024,Leeds 061A,LEEDS
